Energy [MeV],Total Flux [cm⁻²·s⁻¹·MeV⁻¹]
12.881431431431432,62650.524739370965
12.911411411411413,60469.23744144136
12.941391391391392,58368.761793793754
12.971371371371372,56296.22747589692
13.001351351351351,54214.649479374115
13.031331331331332,52241.35031705381
13.061311311311313,50293.643388944445
13.091291291291292,48340.2580129603
13.121271271271272,46468.36010789727
13.151251251251251,44650.4138529641
13.181231231231232,42836.52938801954
13.211211211211213,41060.865006901564
13.241191191191191,39373.0702437174
13.271171171171172,37691.760060692184
13.301151151151151,36019.19387187191
13.331131131131132,34465.61528995659
13.36111111111111,32919.86161403508
13.391091091091091,31377.209641430916
13.421071071071072,29930.293221666056
13.451051051051051,28519.762074917035
13.481031031031032,27095.17293082555
13.51101101101101,25769.124387943502
13.540990990990991,24494.977828354622
13.570970970970972,23203.71239218162
13.600950950950951,21982.889154944405
13.630930930930932,20845.20848743477
13.66091091091091,19702.499676413274
13.690890890890891,18572.79341430316
13.720870870870872,17568.5659326695
13.750850850850851,16562.545736847955
13.780830830830832,15532.140082082042
13.81081081081081,14659.952705547674
13.840790790790791,13788.614496285742
13.870770770770772,12898.714625572913
13.90075075075075,12109.057560613252
13.930730730730732,11364.534400505741
13.96071071071071,10600.696087245165
13.990690690690691,9903.09722522522
14.020670670670672,9278.103332221077
14.05065065065065,8635.30634718929
14.080630630630631,8022.871483167363
14.11061061061061,7506.920787009225
14.140590590590591,6983.927977240399
14.170570570570572,6456.695834360657
14.20055055055055,6026.8441458300285
14.230530530530531,5603.04781434065
14.26051051051051,5142.159510036351
14.290490490490491,4807.238378823263
14.320470470470472,4471.170331278636
14.35045045045045,4115.222203888092
14.380430430430431,3817.6214639083514
14.41041041041041,3553.1276596596617
14.440390390390391,3279.5198018017927
14.470370370370372,3025.4189707602295
14.50035035035035,2820.3990903535096
14.530330330330331,2608.0390244981704
14.56031031031031,2397.840240977823
14.590290290290291,2240.0428620199104
14.620270270270272,2079.625863442378
14.65025025025025,1914.699099988878
14.680230230230231,1785.3434888572733
14.71021021021021,1662.9800146813484
14.74019019019019,1529.187675464937
14.77017017017017,1430.1445877456404
14.80015015015015,1337.5169435751552
14.830130130130131,1236.9740837679751
14.86011011011011,1154.26632527264
14.89009009009009,1084.2827467467464
14.92007007007007,1011.8367739318273
14.95005005005005,941.4964098835674
14.980030030030031,888.5257891224546
15.01001001001001,833.8065107212472
15.03998998998999,777.1432132132104
15.06996996996997,736.9368355021695
15.09994994994995,696.1683371792835
15.129929929929931,653.9904127285165
15.15990990990991,620.1654585111428
15.18988988988989,589.4848937358398
15.21986986986987,556.8093419735535
15.24984984984985,530.2158411745075
15.279829829829831,507.2612884463398
15.30980980980981,482.5947376850537
15.33978978978979,460.78306773440045
15.36976976976977,443.5351646383227
15.39974974974975,425.8518471102681
15.429729729729731,407.7525405405398
15.45970970970971,394.80783014593555
15.48968968968969,381.14339202360225
15.51966966966967,366.8354581950372
15.54964964964965,356.36874558769284
15.57962962962963,346.3793086419749
15.60960960960961,335.3991446183024
15.63958958958959,326.449531847637
15.66956956956957,318.2564867089313
15.69954954954955,310.0008857278328
15.72952952952953,302.3228221906114
15.75950950950951,295.67673399715494
15.78948948948949,288.90896159317197
15.81946946946947,282.7590709657027
15.84944944944945,277.0139979979979
15.87942942942943,271.3810048996363
15.90940940940941,265.98788430535797
15.93938938938939,261.07392370147903
15.96936936936937,256.4232072072072
15.99934934934935,251.81638617564934
16.02932932932933,247.43986475364255
16.05930930930931,243.0355685158841
16.08928928928929,238.72605005004988
16.11926926926927,234.78119382540413
16.149249249249248,230.73408882566795
16.17922922922923,226.71949876191974
16.20920920920921,223.0660580580581
16.23918918918919,219.07159886201975
16.26916916916917,215.53695117339535
16.299149149149148,211.94371993045678
16.32912912912913,208.47031136399562
16.35910910910911,204.53562520415153
16.38908908908909,200.9485337969548
16.41906906906907,197.51503714240553
16.449049049049048,194.09252916073967
16.47902902902903,190.57313313313313
16.50900900900901,187.18466761498328
16.53898898898899,183.74930663997316
16.56896896896897,180.33230451504116
16.598948948948948,176.9926220957801
16.62892892892893,173.63405360916462
16.65890890890891,170.24668036457518
16.68888888888889,166.95490058479527
16.71886886886887,163.66836970303615
16.748848848848848,160.31361930351412
16.77882882882883,157.0735362731153
16.80880880880881,153.76033500166827
16.83878878878879,150.5517627100783
16.86876876876877,147.36707697170823
16.898748748748748,144.14258347236145
16.92872872872873,140.96421221221223
16.95870870870871,137.84629429429424
16.98868868868869,134.64769316685093
17.01866866866867,131.57186618197133
17.048648648648648,128.52196870554778
17.07862862862863,125.39021379274025
17.10860860860861,122.38642516200392
17.13858858858859,119.40112912912898
17.16856856856857,116.34422043095702
17.198548548548548,113.40788915231032
17.22852852852853,110.48087420754098
17.25850850850851,107.51918318318315
17.28848848848849,104.66341120067419
17.31846846846847,101.82613181602629
17.348448448448448,98.92987134502941
17.37842842842843,96.14930635899056
17.40840840840841,93.39745977556497
17.43838838838839,90.58715641957738
17.46836836836837,87.88864738422625
17.498348348348348,85.17355488822163
17.528328328328328,82.50050850850843
17.55830830830831,79.89055725198871
17.58828828828829,77.28441561561557
17.61826826826827,74.6811892313364
17.648248248248247,72.16678821979887
17.678228228228228,69.59894547178762
17.70820820820821,67.14700317159263
17.73818818818819,64.72682383436056
17.76816816816817,62.26248902235539
17.798148148148147,59.906258089668626
17.828128128128128,57.584297392129
17.85810810810811,55.24298618618609
17.88808808808809,52.970789905695135
17.91806806806807,50.752671534692546
17.948048048048047,48.498848237711435
17.978028028028028,46.35182909225009
18.00800800800801,44.242808703440225
18.03798798798799,42.1001476845265
18.06796796796797,40.06300814498695
18.097947947947947,38.06524705758392
18.127927927927928,36.03731967757238
18.15790790790791,34.11558531162743
18.18788788788789,32.213389033477824
18.217867867867866,30.32173137347877
18.247847847847847,28.516054538749316
18.277827827827828,26.7437737292849
18.30780780780781,24.961802307570718
18.33778778778779,23.272904567725476
18.367767767767766,21.575174997219573
18.397747747747747,19.960277287814176
18.427727727727728,18.388217775670384
18.45770770770771,16.824148237125954
18.48768768768769,15.312653959222311
18.517667667667666,13.855853495600948
18.547647647647647,12.414036258480705
18.577627627627628,10.996206606606677
18.60760760760761,9.636246730941387
18.63758758758759,8.250711111111023
18.667567567567566,6.920189928876287
18.697547547547547,5.576416985406512
18.727527527527528,4.131803841736478
18.75750750750751,2.505893383910162
18.78748748748749,0.0
18.817467467467466,0.0
18.847447447447447,0.0
18.877427427427428,0.0
18.90740740740741,0.0
18.93738738738739,0.0
18.967367367367366,0.0
18.997347347347347,0.0
19.027327327327328,0.0
19.05730730730731,0.0
19.08728728728729,0.0
19.117267267267266,0.0
19.147247247247247,0.0
19.177227227227228,0.0
19.207207207207208,0.0
19.23718718718719,0.0
19.267167167167166,0.0
19.297147147147147,0.0
19.327127127127127,0.0
19.357107107107108,0.0
19.38708708708709,0.0
19.417067067067066,0.0
19.447047047047047,0.0
19.477027027027027,0.0
19.507007007007008,0.0
19.53698698698699,0.0
19.566966966966966,0.0
19.596946946946947,0.0
19.626926926926927,0.0
19.656906906906908,0.0
19.68688688688689,0.0
19.716866866866866,0.0
19.746846846846847,0.0
19.776826826826827,0.0
19.806806806806808,0.0
19.83678678678679,0.0
19.866766766766766,0.0
19.896746746746746,0.0
19.926726726726727,0.0
19.956706706706708,0.0
19.98668668668669,0.0
20.016666666666666,0.0
20.046646646646646,0.0
20.076626626626627,0.0
20.106606606606608,0.0
20.13658658658659,0.0
20.166566566566566,0.0
20.196546546546546,0.0
20.226526526526527,0.0
20.256506506506508,0.0
20.28648648648649,0.0
20.316466466466466,0.0
20.346446446446446,0.0
20.376426426426427,0.0
20.406406406406408,0.0
20.43638638638639,0.0
20.466366366366366,0.0
20.496346346346346,0.0
20.526326326326327,0.0
20.556306306306308,0.0
20.58628628628629,0.0
20.616266266266265,0.0
20.646246246246246,0.0
20.676226226226227,0.0
20.706206206206208,0.0
20.73618618618619,0.0
20.766166166166165,0.0
20.796146146146146,0.0
20.826126126126127,0.0
20.856106106106107,0.0
20.886086086086088,0.0
20.916066066066065,0.0
20.946046046046046,0.0
20.976026026026027,0.0
21.006006006006007,0.0
21.035985985985985,0.0
21.065965965965965,0.0
21.095945945945946,0.0
21.125925925925927,0.0
21.155905905905907,0.0
21.185885885885885,0.0
21.215865865865865,0.0
21.245845845845846,0.0
21.275825825825827,0.0
21.305805805805807,0.0
21.335785785785784,0.0
21.365765765765765,0.0
21.395745745745746,0.0
21.425725725725727,0.0
21.455705705705707,0.0
21.485685685685684,0.0
21.515665665665665,0.0
21.545645645645646,0.0
21.575625625625626,0.0
21.605605605605607,0.0
21.635585585585584,0.0
21.665565565565565,0.0
21.695545545545546,0.0
21.725525525525526,0.0
21.755505505505507,0.0
21.785485485485484,0.0
21.815465465465465,0.0
21.845445445445446,0.0
21.875425425425426,0.0
21.905405405405407,0.0
21.935385385385384,0.0
21.965365365365365,0.0
21.995345345345346,0.0
22.025325325325326,0.0
22.055305305305307,0.0
22.085285285285284,0.0
22.115265265265265,0.0
22.145245245245246,0.0
22.175225225225226,0.0
22.205205205205207,0.0
22.235185185185184,0.0
22.265165165165165,0.0
22.295145145145145,0.0
22.325125125125126,0.0
22.355105105105107,0.0
22.385085085085084,0.0
22.415065065065065,0.0
22.445045045045045,0.0
22.475025025025026,0.0
22.505005005005007,0.0
22.534984984984984,0.0
22.564964964964965,0.0
22.594944944944945,0.0
22.624924924924926,0.0
22.654904904904907,0.0
22.684884884884884,0.0
22.714864864864865,0.0
22.744844844844845,0.0
22.774824824824826,0.0
22.804804804804807,0.0
22.834784784784784,0.0
22.864764764764764,0.0
22.894744744744745,0.0
22.924724724724726,0.0
22.954704704704707,0.0
22.984684684684684,0.0
23.014664664664664,0.0
23.044644644644645,0.0
23.074624624624626,0.0
23.104604604604607,0.0
23.134584584584584,0.0
23.164564564564564,0.0
23.194544544544545,0.0
23.224524524524526,0.0
23.254504504504506,0.0
23.284484484484484,0.0
23.314464464464464,0.0
23.344444444444445,0.0
23.374424424424426,0.0
23.404404404404406,0.0
23.434384384384384,0.0
23.464364364364364,0.0
23.494344344344345,0.0
23.524324324324326,0.0
23.554304304304306,0.0
23.584284284284283,0.0
23.614264264264264,0.0
23.644244244244245,0.0
23.674224224224226,0.0
23.704204204204206,0.0
23.734184184184183,0.0
23.764164164164164,0.0
23.794144144144145,0.0
23.824124124124126,0.0
23.854104104104103,0.0
23.884084084084083,0.0
23.914064064064064,0.0
23.944044044044045,0.0
23.974024024024025,0.0
24.004004004004003,0.0
24.033983983983983,0.0
24.063963963963964,0.0
24.093943943943945,0.0
24.123923923923925,0.0
24.153903903903903,0.0
24.183883883883883,0.0
24.213863863863864,0.0
24.243843843843845,0.0
24.273823823823825,0.0
24.303803803803802,0.0
24.333783783783783,0.0
24.363763763763764,0.0
24.393743743743745,0.0
24.423723723723725,0.0
24.453703703703702,0.0
24.483683683683683,0.0
24.513663663663664,0.0
24.543643643643644,0.0
24.573623623623625,0.0
24.603603603603602,0.0
24.633583583583583,0.0
24.663563563563564,0.0
24.693543543543544,0.0
24.723523523523525,0.0
24.753503503503502,0.0
24.783483483483483,0.0
24.813463463463464,0.0
24.843443443443444,0.0
24.873423423423425,0.0
24.903403403403402,0.0
24.933383383383383,0.0
24.963363363363364,0.0
24.993343343343344,0.0
25.023323323323325,0.0
25.053303303303302,0.0
25.083283283283283,0.0
25.113263263263264,0.0
25.143243243243244,0.0
25.173223223223225,0.0
25.203203203203202,0.0
25.233183183183183,0.0
25.263163163163163,0.0
25.293143143143144,0.0
25.323123123123125,0.0
25.353103103103102,0.0
25.383083083083083,0.0
25.413063063063063,0.0
25.443043043043044,0.0
25.473023023023025,0.0
25.503003003003002,0.0
25.532982982982983,0.0
25.562962962962963,0.0
25.592942942942944,0.0
25.622922922922925,0.0
25.652902902902902,0.0
25.682882882882883,0.0
25.712862862862863,0.0
25.742842842842844,0.0
25.772822822822825,0.0
25.802802802802802,0.0
25.832782782782783,0.0
25.862762762762763,0.0
25.892742742742744,0.0
25.922722722722725,0.0
25.9527027027027,0.0
25.982682682682682,0.0
26.012662662662663,0.0
26.042642642642644,0.0
26.072622622622625,0.0
26.1026026026026,0.0
26.132582582582582,0.0
26.162562562562563,0.0
26.192542542542544,0.0
26.222522522522524,0.0
26.2525025025025,0.0
26.282482482482482,0.0
26.312462462462463,0.0
26.342442442442444,0.0
26.372422422422424,0.0
26.4024024024024,0.0
26.432382382382382,0.0
26.462362362362363,0.0
26.492342342342344,0.0
26.522322322322324,0.0
26.5523023023023,0.0
26.582282282282282,0.0
26.612262262262263,0.0
26.642242242242244,0.0
26.67222222222222,0.0
26.7022022022022,0.0
26.732182182182182,0.0
26.762162162162163,0.0
26.792142142142144,0.0
26.82212212212212,0.0
26.8521021021021,0.0
26.882082082082082,0.0
26.912062062062063,0.0
26.942042042042043,0.0
26.97202202202202,0.0
27.002002002002,0.0
27.031981981981982,0.0
27.061961961961963,0.0
27.091941941941943,0.0
27.12192192192192,0.0
27.1519019019019,0.0
27.181881881881882,0.0
27.211861861861863,0.0
27.241841841841843,0.0
27.27182182182182,0.0
27.3018018018018,0.0
27.331781781781782,0.0
27.361761761761763,0.0
27.391741741741743,0.0
27.42172172172172,0.0
27.4517017017017,0.0
27.481681681681682,0.0
27.511661661661662,0.0
27.541641641641643,0.0
27.57162162162162,0.0
27.6016016016016,0.0
27.63158158158158,0.0
27.661561561561562,0.0
27.691541541541543,0.0
27.72152152152152,0.0
27.7515015015015,0.0
27.78148148148148,0.0
27.811461461461462,0.0
27.841441441441443,0.0
27.87142142142142,0.0
27.9014014014014,0.0
27.93138138138138,0.0
27.961361361361362,0.0
27.991341341341343,0.0
28.02132132132132,0.0
28.0513013013013,0.0
28.08128128128128,0.0
28.111261261261262,0.0
28.141241241241243,0.0
28.17122122122122,0.0
28.2012012012012,0.0
28.23118118118118,0.0
28.261161161161162,0.0
28.291141141141143,0.0
28.32112112112112,0.0
28.3511011011011,0.0
28.38108108108108,0.0
28.411061061061062,0.0
28.441041041041043,0.0
28.47102102102102,0.0
28.501001001001,0.0
28.53098098098098,0.0
28.560960960960962,0.0
28.590940940940943,0.0
28.62092092092092,0.0
28.6509009009009,0.0
28.68088088088088,0.0
28.710860860860862,0.0
28.740840840840843,0.0
28.77082082082082,0.0
28.8008008008008,0.0
28.83078078078078,0.0
28.860760760760762,0.0
28.890740740740743,0.0
28.92072072072072,0.0
28.9507007007007,0.0
28.98068068068068,0.0
29.010660660660662,0.0
29.040640640640643,0.0
29.07062062062062,0.0
29.1006006006006,0.0
29.13058058058058,0.0
29.160560560560562,0.0
29.190540540540542,0.0
29.22052052052052,0.0
29.2505005005005,0.0
29.28048048048048,0.0
29.31046046046046,0.0
29.340440440440442,0.0
29.37042042042042,0.0
29.4004004004004,0.0
29.43038038038038,0.0
29.46036036036036,0.0
29.49034034034034,0.0
29.52032032032032,0.0
29.5503003003003,0.0
29.58028028028028,0.0
29.61026026026026,0.0
29.64024024024024,0.0
29.67022022022022,0.0
29.7002002002002,0.0
29.73018018018018,0.0
29.76016016016016,0.0
29.79014014014014,0.0
29.82012012012012,0.0
29.8501001001001,0.0
29.88008008008008,0.0
29.91006006006006,0.0
29.94004004004004,0.0
29.97002002002002,0.0
30.0,0.0
